Record_ID,Transaction_Date,Fiscal_Year,Quarter,Region,Country,Business_Unit,Department,Product_Category,Revenue,Cost,Profit,Profit_Margin,Operating_Expense,Customer_Segment,Sales_Channel,Payment_Method,Invoice_Status,Employee_ID,Risk_Score,Forecast_Accuracy,Customer_Rating,ROI,Profit_Percentage,Year,Month
FP06746,2025-07-20,2025.0,Unknown,Europe,South Africa,Unknown,Marketing,Hardware,169498.21,154449.83,15048.38,8.88,31538.59,Consumer,Distributor,Bank Transfer,Paid,E5629,66.47,97.91,1.35,16.34,8.878194052904748,2025,July
FP06747,2023-09-14,2023.0,Q3,South America,South Africa,Enterprise,Operations,Services,58611.12,68295.88139759803,26495.18,45.21,35016.43,Small Business,Direct,UPI,Cancelled,E9301,81.56,85.04540054667788,2.39,65.2,45.20503958975703,2023,September
FP06748,2022-04-07,2022.0,Unknown,Asia,UK,Enterprise,Finance,Services,138612.15,95256.27,43355.88,31.28,11966.24,Unknown,Distributor,PayPal,Paid,Unknown,36.83,75.48,3.31,35.45102872340426,31.2785567498953,2022,April
FP06749,2022-07-05,2022.0,Q3,Africa,France,Enterprise,IT,Consulting,101325.89404902789,38940.56,32533.992725747245,9.7,29168.64,Government,Partner,Cash,Cancelled,E9192,72.07,85.04540054667788,1.69,16.04,32.10827107037934,2022,July
FP06750,2024-07-08,2024.0,Q3,Oceania,India,Retail,Sales,Subscriptions,168671.12,68295.88139759803,31354.58,18.59,36695.21,Corporate,Direct,Bank Transfer,Paid,E1644,49.74820035740566,84.41,1.42,-7.95,18.58918112359721,2024,July
FP06751,2023-06-18,2023.2522311942203,Q2,North America,Unknown,Retail,Marketing,Subscriptions,101325.89404902789,84018.61,18069.16,17.7,2054.82,Corporate,Partner,Bank Transfer,Overdue,E2403,56.11,71.35,4.59,64.83,17.832717065646612,2023,June
FP06752,2024-01-01,2025.0,Unknown,Africa,Brazil,SMB,Sales,Software,184323.8,68295.88139759803,83051.37,45.06,25183.25,Corporate,Partner,PayPal,Paid,E4057,13.96,81.91,3.0126560354842122,13.9,45.05732303695996,2024,January
FP06753,2023-11-25,2023.0,Q4,Asia,USA,SMB,Marketing,Software,6298.41,5666.13,632.28,10.04,45637.56,Unknown,Distributor,Unknown,Pending,E4808,31.61,85.33,3.4,13.64,10.038724058929157,2023,November
FP06754,2025-03-08,2025.0,Q1,Asia,South Africa,Unknown,Marketing,Subscriptions,145462.55,120362.72,25099.83,17.26,10173.75,Small Business,Partner,Bank Transfer,Paid,Unknown,8.42,85.32,3.31,57.25,17.25518355068023,2025,March
FP06755,2026-05-27,2026.0,Q2,Unknown,Brazil,Government,HR,Unknown,197225.66,158289.83,38935.83,19.74,30211.98,Small Business,Online,Bank Transfer,Cancelled,E8713,49.49,74.19,3.8,24.86,19.74176686745528,2026,May
FP06756,2026-04-24,2026.0,Q2,South America,Germany,SMB,Finance,Subscriptions,32188.14,26900.35,32533.992725747245,16.43,25164.733792738436,Unknown,Unknown,Unknown,Cancelled,E9049,49.74820035740566,82.15,3.3,60.13,101.07447254096459,2026,April
FP06757,2024-04-30,2024.0,Unknown,Europe,South Africa,Retail,Unknown,Consulting,36047.5,30894.5,32533.992725747245,14.3,25164.733792738436,Corporate,Distributor,PayPal,Cancelled,E9531,74.35,78.02,3.74,22.12,90.25311804077188,2024,April
FP06758,2021-02-11,2023.2522311942203,Q1,South America,UK,Government,Finance,Services,120816.1,59174.47,61641.63,51.02,10428.76,Unknown,Partner,Cash,Pending,E1704,4.4,95.04,1.92,63.09,51.0210394144489,2021,February
FP06759,2022-12-27,2022.0,Q4,Unknown,Unknown,Enterprise,Sales,Consulting,96828.68,68836.83,32533.992725747245,28.91,32179.03,Government,Direct,PayPal,Unknown,E9761,33.95,77.98,3.82,10.11,33.599541711967206,2022,December
FP06760,2024-01-01,2025.0,Unknown,Africa,Unknown,Government,Operations,Unknown,102806.59,56797.16,46009.43,44.75,44531.62,Small Business,Distributor,Unknown,Overdue,E2765,10.62,72.27,3.72,18.4,44.75338594539514,2024,January
FP06761,2022-12-27,2022.0,Q4,Europe,India,SMB,HR,Unknown,77871.99,54868.06,23003.93,29.54,41895.98,Small Business,Direct,Unknown,Unknown,E3076,49.74820035740566,88.44,3.0126560354842122,19.45,29.540698780139046,2022,December
FP06762,2023-02-16,2023.0,Q1,Oceania,Australia,Retail,Operations,Software,88790.66,62018.26,26772.4,30.15,14040.0,Government,Online,UPI,Pending,E5269,49.74820035740566,74.31,3.0126560354842122,8.31,30.15227052034527,2023,February
FP06763,2024-01-23,2024.0,Unknown,Unknown,USA,Government,Finance,Software,105063.07,87884.04,32533.992725747245,32.403617877568315,48054.41,Corporate,Unknown,Credit Card,Cancelled,E8173,49.74820035740566,90.39,3.44,67.28,30.96615464001503,2024,January
FP06764,2023-06-14,2023.0,Q2,Africa,UK,Unknown,Unknown,Subscriptions,182721.78,146752.49,32533.992725747245,19.69,13010.55,Corporate,Partner,UPI,Cancelled,E1757,41.65,77.72,1.19,33.54,17.80520785521422,2023,June
FP06765,2022-06-20,2023.2522311942203,Q2,Africa,USA,Unknown,Unknown,Software,22827.01,13522.73,9304.28,40.76,21680.5,Government,Online,Cash,Unknown,E3574,33.32,97.47,4.19,73.31,40.759959363928964,2022,June
FP06766,2024-01-01,2025.0,Q1,Unknown,Australia,Enterprise,IT,Consulting,177024.37,113508.51,63515.86,35.88,44809.36,Government,Online,Bank Transfer,Paid,E4913,50.17,71.55,3.27,44.02,35.879726616171546,2024,January
FP06767,2021-09-02,2021.0,Q3,Europe,India,Unknown,Marketing,Services,186861.36,169415.15,17446.21,9.34,16545.4,Consumer,Direct,Cash,Unknown,Unknown,15.93,85.34,3.12,72.07,9.33644601537739,2021,September
FP06768,2024-10-17,2024.0,Q4,Asia,Brazil,SMB,Finance,Hardware,101325.89404902789,79062.02,88412.68,52.79,30232.11,Unknown,Online,UPI,Unknown,E4224,24.13,76.06,3.49,14.07,87.255761056715,2024,October
FP06769,2023-10-05,2023.0,Q4,Africa,Australia,Retail,Sales,Unknown,100796.69,54516.7,46279.99,45.91,49525.65,Small Business,Direct,Bank Transfer,Pending,E3046,74.98,99.23,3.95,12.02,45.91419619037093,2023,October
FP06770,2025-09-04,2025.0,Q3,Europe,India,Retail,Finance,Services,168988.87,94808.62,74180.25,43.9,15863.25,Government,Direct,Cash,Cancelled,E2420,16.49,99.5,2.88,11.11,43.89652999040706,2025,September
FP06771,2025-07-17,2023.2522311942203,Q3,Asia,Unknown,Government,Unknown,Subscriptions,39125.39,32915.84,6209.55,15.87,25164.733792738436,Small Business,Distributor,Credit Card,Cancelled,Unknown,97.56,97.12,1.55,35.45102872340426,15.870896111195314,2025,July
FP06772,2024-01-01,2026.0,Q1,Unknown,South Africa,Unknown,Finance,Software,92232.4,68295.88139759803,18378.13,19.93,5327.72,Corporate,Unknown,Bank Transfer,Unknown,Unknown,49.74820035740566,81.02,3.28,65.01,19.925893720644808,2024,January
FP06773,2026-04-02,2026.0,Q2,Africa,Canada,Retail,Operations,Services,31399.83,21167.7,32533.992725747245,32.59,34303.49,Consumer,Direct,Cash,Paid,Unknown,49.48,80.85,2.77,53.58,103.61200275844564,2026,April
FP06774,2022-10-31,2022.0,Q4,Asia,Australia,Enterprise,Finance,Unknown,19910.72,10640.53,9270.19,46.56,30676.14,Consumer,Partner,Cash,Paid,E4447,92.46,92.29,2.15,31.78,46.558788431558476,2022,October
FP06775,2021-02-15,2021.0,Q1,South America,UK,Government,Unknown,Subscriptions,197079.73,133207.88,63871.85,32.403617877568315,30010.98,Consumer,Distributor,Unknown,Pending,E2241,70.71,96.22,4.78,18.23,32.40914222888371,2021,February
FP06776,2023-05-17,2023.0,Q2,Unknown,UK,Government,Marketing,Consulting,125563.68,71405.13,54158.55,32.403617877568315,19747.8,Government,Direct,UPI,Overdue,E4526,36.22,72.32,4.4,-2.22,43.13233731282804,2023,May
FP06777,2022-04-23,2022.0,Q2,Unknown,India,SMB,Finance,Services,101325.89404902789,61083.44,69295.7,53.15,28612.37,Corporate,Distributor,Bank Transfer,Paid,Unknown,64.81,77.32,3.0126560354842122,53.1,68.38893517827768,2022,April
FP06778,2023-06-29,2023.2522311942203,Q2,North America,USA,Unknown,Operations,Consulting,126619.65,70545.39,56074.26,44.29,25164.733792738436,Unknown,Online,Credit Card,Paid,E7284,81.89,70.02,2.73,74.82,44.28559074361681,2023,June
FP06779,2022-12-23,2022.0,Q4,Unknown,UK,Government,Finance,Unknown,167972.88,130236.27,32533.992725747245,22.47,25164.733792738436,Small Business,Online,Unknown,Paid,E3440,49.74820035740566,71.18,3.33,62.32,19.36859850575119,2022,December
FP06780,2021-09-07,2021.0,Q3,South America,France,Government,Operations,Software,65244.91,68295.88139759803,16946.5,25.97,29906.97,Government,Direct,UPI,Overdue,E3607,34.08,93.16,2.55,74.91,25.973673655155626,2021,September
FP06781,2025-12-08,2025.0,Q4,Asia,India,Unknown,Marketing,Hardware,99593.85,83924.83,15669.02,32.403617877568315,40130.47,Small Business,Distributor,Bank Transfer,Overdue,E6463,3.79,96.74,4.58,25.41,15.732919251540128,2025,December
FP06782,2022-04-26,2022.0,Q2,Oceania,Unknown,Unknown,Operations,Services,36164.42,34138.73,2025.69,5.6,13612.66,Consumer,Distributor,UPI,Cancelled,E4830,89.22,99.57,3.76,2.48,5.601334128958794,2022,April
FP06783,2021-03-31,2021.0,Q1,Europe,Japan,SMB,HR,Services,48163.88,39373.33,8790.55,18.25,25164.733792738436,Government,Distributor,Credit Card,Paid,E5607,30.14,94.48,2.81,35.45102872340426,18.25133274146518,2021,March
FP06784,2024-01-01,2024.0,Unknown,Unknown,Japan,SMB,Sales,Hardware,166865.61,151216.39,32533.992725747245,9.38,32448.94,Consumer,Unknown,UPI,Paid,E3029,49.74820035740566,86.79,4.83,6.37,19.497122699966308,2024,January
FP06785,2021-01-21,2021.0,Q1,South America,India,Government,Operations,Unknown,65686.21,39194.26,26491.95,40.33,41530.97,Government,Distributor,PayPal,Cancelled,E9334,46.96,85.04540054667788,2.43,14.05,40.33106796692943,2021,January
FP06786,2025-12-08,2025.0,Q4,South America,South Africa,Unknown,Operations,Consulting,39359.35,28439.32,10920.03,27.74,25164.733792738436,Consumer,Partner,Bank Transfer,Overdue,E4404,32.64,71.2,1.68,-5.97,27.74443683648231,2025,December
FP06787,2024-01-08,2024.0,Q1,Europe,Unknown,Government,Sales,Subscriptions,3328.99,2112.43,1216.56,36.54,5101.96,Government,Direct,Cash,Overdue,E9918,58.5,85.04540054667788,1.08,27.68,36.54441737584072,2024,January
FP06788,2024-06-17,2024.0,Q2,Asia,France,Unknown,Sales,Services,169265.47,144582.14,24683.33,14.58,536.09,Consumer,Direct,PayPal,Paid,E5437,86.37,85.04540054667788,3.36,74.1,14.582613925923582,2024,June
FP06789,2024-01-01,2025.0,Unknown,Africa,Germany,Enterprise,Unknown,Software,101325.89404902789,68295.88139759803,16249.64,17.25,6570.74,Government,Partner,Bank Transfer,Cancelled,E6581,94.1,74.05,1.53,43.27,16.037006287985374,2024,January
FP06790,2023-12-02,2023.0,Q4,Asia,UK,Unknown,Marketing,Hardware,9889.57,68295.88139759803,2092.35,21.16,43679.66,Corporate,Online,Cash,Overdue,E1613,43.89,86.49,4.57,4.43,21.157138278004,2023,December
FP06791,2025-12-17,2025.0,Q4,Unknown,Brazil,Government,Sales,Software,45754.85,68295.88139759803,24298.58,53.11,25164.733792738436,Corporate,Direct,Credit Card,Overdue,E5090,49.74820035740566,85.04540054667788,4.5,69.13,53.106020454662186,2025,December
FP06792,2024-01-01,2021.0,Q2,Unknown,Germany,Unknown,Sales,Hardware,123059.51,58400.93,64658.58,52.54,25164.733792738436,Small Business,Online,Bank Transfer,Pending,E6123,49.74820035740566,75.37,4.65,46.81,52.54253003282721,2024,January
FP06793,2021-06-01,2021.0,Q2,South America,France,Government,Unknown,Hardware,105776.26,86823.1,18953.16,17.92,26639.12,Corporate,Unknown,Unknown,Overdue,E7785,49.74820035740566,81.99,1.91,65.33,17.918160464361286,2021,June
FP06794,2025-06-27,2025.0,Q2,Asia,Japan,Unknown,Marketing,Services,89175.3,83830.9,5344.4,5.99,47370.77,Corporate,Partner,Cash,Paid,Unknown,37.22,85.16,1.99,50.78,5.993139355853021,2025,June
FP06795,2022-09-20,2022.0,Q3,South America,Germany,SMB,IT,Consulting,101325.89404902789,43933.03,11223.16,20.35,37048.91,Consumer,Partner,Cash,Pending,E1973,8.63,94.56,3.22,12.3,11.076299997480923,2022,September
FP06796,2025-10-04,2023.2522311942203,Q4,South America,India,Enterprise,IT,Software,101325.89404902789,69574.45,14553.28,17.3,20287.1,Small Business,Distributor,Unknown,Overdue,E6656,56.75,89.08,1.71,17.36,14.362843907361134,2025,October
FP06797,2024-10-31,2024.0,Q4,North America,France,Retail,IT,Hardware,43643.4,27914.19,15729.21,36.04,12957.07,Government,Unknown,Bank Transfer,Paid,E6652,95.12,72.5,1.16,48.84,36.040294752471155,2024,October
FP06798,2024-01-01,2023.0,Q1,Africa,Japan,Unknown,Marketing,Consulting,183797.55,83443.44,100354.11,54.6,26993.87,Unknown,Online,UPI,Cancelled,E5613,47.19,71.39,3.18,71.66,54.60035239860379,2024,January
FP06799,2024-01-01,2023.2522311942203,Q3,Asia,Brazil,Government,Operations,Hardware,101325.89404902789,68295.88139759803,99333.72,32.403617877568315,8812.76,Corporate,Direct,PayPal,Paid,E3162,52.78,93.69,3.0126560354842122,8.56,98.03389442775216,2024,January
FP06800,2022-06-25,2022.0,Q2,Asia,Unknown,SMB,Unknown,Hardware,59960.8,55541.4,4419.4,7.37,40308.13,Corporate,Unknown,Cash,Cancelled,E2221,85.68,85.04540054667788,4.98,41.02,7.370482048271536,2022,June
FP06801,2024-01-01,2025.0,Unknown,North America,South Africa,Retail,Operations,Hardware,183298.64,81581.1,101717.54,55.49,9279.15,Consumer,Partner,Credit Card,Paid,E9410,25.97,86.65,1.57,32.08,55.49279580033981,2024,January
FP06802,2023-11-09,2023.0,Q4,Africa,Germany,SMB,Marketing,Services,182336.73,93782.48,88554.25,48.57,48184.7,Corporate,Direct,UPI,Overdue,E9948,53.72,87.03,4.77,-5.47,48.56632561086293,2023,November
FP06803,2024-09-13,2024.0,Q3,North America,Canada,SMB,Sales,Subscriptions,83177.5,65122.22,18055.28,32.403617877568315,6019.87,Small Business,Distributor,PayPal,Unknown,E4800,72.64,85.04540054667788,1.01,35.45102872340426,21.706927955276363,2024,September
FP06804,2024-12-29,2024.0,Q4,Europe,South Africa,Enterprise,IT,Consulting,36288.05,25872.52,10415.53,28.7,34735.96,Consumer,Partner,UPI,Overdue,E5569,21.45,78.56,1.35,60.77,28.70236896168298,2024,December
FP06805,2026-05-18,2026.0,Q2,South America,Unknown,SMB,Finance,Services,101325.89404902789,122191.17,32533.992725747245,16.7,25164.733792738436,Small Business,Online,Credit Card,Overdue,E6626,18.22,99.36,3.0126560354842122,5.89,32.10827107037934,2026,May
FP06806,2024-01-01,2021.0,Unknown,Unknown,Unknown,SMB,Unknown,Services,92152.39,63518.85,28633.54,31.07,28101.46,Corporate,Partner,PayPal,Cancelled,E3914,81.14,74.18,2.77,40.98,31.071945068380757,2024,January
FP06807,2024-04-20,2024.0,Q2,Asia,France,Unknown,IT,Services,122434.17,73281.77,49152.4,40.15,25164.733792738436,Small Business,Distributor,Bank Transfer,Pending,Unknown,89.97,80.73,1.0,-6.84,40.14598212247447,2024,April
FP06808,2024-03-29,2024.0,Q1,Europe,India,SMB,HR,Hardware,158293.34,92874.19,65419.15,41.33,8050.48,Consumer,Distributor,Bank Transfer,Overdue,E8642,84.06,84.94,3.53,56.14,41.32779686119454,2024,March
FP06809,2022-05-23,2022.0,Q2,Oceania,Canada,SMB,IT,Consulting,67268.13,58840.55,8427.58,12.53,13014.77,Government,Distributor,Unknown,Cancelled,E5124,44.15,72.01,4.01,-2.8,12.528339943447214,2022,May
FP06810,2023-05-10,2023.0,Q2,Europe,South Africa,Government,Sales,Unknown,184882.19,94006.71,90875.48,49.15,25164.733792738436,Small Business,Direct,Credit Card,Pending,E4104,49.74820035740566,99.02,4.34,78.16,49.15318235899304,2023,May
FP06811,2021-10-08,2021.0,Q4,Unknown,Germany,Unknown,Unknown,Software,33044.07,23719.23,9324.84,28.22,30343.3,Consumer,Partner,UPI,Unknown,E3334,86.73,99.23,3.91,72.71,28.21940517617836,2021,October
FP06812,2025-11-15,2025.0,Q4,Oceania,South Africa,Retail,IT,Software,115493.88,86226.74,32533.992725747245,25.34,15906.87,Small Business,Online,Cash,Cancelled,E9722,10.42,78.03,4.75,35.45102872340426,28.169451685013303,2025,November
FP06813,2024-01-01,2023.2522311942203,Q2,South America,Germany,Enterprise,IT,Consulting,109225.75,72704.82,36520.93,33.44,7580.47,Small Business,Distributor,PayPal,Overdue,E3763,79.67,96.45,3.0126560354842122,15.56,33.43619064185872,2024,January
FP06814,2021-02-26,2021.0,Q1,North America,USA,Retail,Marketing,Unknown,19077.17,10170.07,8907.1,46.69,18307.2,Corporate,Online,UPI,Cancelled,E7058,78.81,85.04540054667788,3.48,41.83,46.689839216194024,2021,February
FP06815,2023-10-10,2023.0,Unknown,North America,USA,Government,Operations,Unknown,96207.02,65522.72,32533.992725747245,31.89,34622.02,Consumer,Distributor,Cash,Cancelled,Unknown,19.96,94.4,2.14,21.89,33.81665155593349,2023,October
FP06816,2025-01-09,2025.0,Q1,Europe,France,SMB,Marketing,Software,62324.42,53435.98,8888.44,14.26,43133.38,Government,Distributor,UPI,Overdue,E6785,61.54,77.56,3.0126560354842122,35.45102872340426,14.26156873982943,2025,January
FP06817,2024-01-01,2022.0,Q1,Europe,UK,Retail,IT,Subscriptions,45103.93,32243.1,12860.83,28.51,30810.99,Small Business,Direct,Unknown,Unknown,E1150,17.37,82.32,3.01,-1.32,28.51376809071848,2024,January
FP06818,2026-03-19,2023.2522311942203,Q1,Oceania,Brazil,Government,Operations,Subscriptions,37677.81,30424.93,7252.88,19.25,9882.6,Consumer,Distributor,PayPal,Overdue,E8079,97.53,86.53,4.51,35.45102872340426,19.24973877197215,2026,March
FP06819,2021-04-22,2021.0,Q2,South America,Australia,SMB,Sales,Software,20057.17,13111.66,6945.51,34.63,25164.733792738436,Small Business,Unknown,UPI,Pending,E7082,15.85,85.04540054667788,2.72,74.64,34.62856424909397,2021,April
FP06820,2021-01-30,2021.0,Q1,Oceania,Brazil,Enterprise,IT,Hardware,101325.89404902789,55290.89,52634.52,48.77,34667.31,Unknown,Partner,Credit Card,Cancelled,E2775,31.19,99.49,4.39,32.33,51.94577407284665,2021,January
FP06821,2024-01-01,2021.0,Unknown,Africa,South Africa,Enterprise,HR,Hardware,24153.31,13124.64,11028.67,45.66,20907.4,Corporate,Direct,Unknown,Paid,E6825,64.41,83.64,3.35,61.02,45.66111228647337,2024,January
FP06822,2021-02-24,2021.0,Unknown,Europe,Germany,SMB,Operations,Software,57929.2,52236.92,5692.28,32.403617877568315,29829.86,Government,Online,PayPal,Unknown,E1249,56.42,75.97,1.58,46.27,9.826270689048009,2021,February
FP06823,2024-12-06,2024.0,Q4,Oceania,Unknown,Unknown,IT,Services,96548.22,68295.88139759803,41105.5,42.58,42557.6,Corporate,Online,PayPal,Pending,E2650,71.69,82.59,2.24,51.16,42.57509874340511,2024,December
FP06824,2026-03-13,2026.0,Q1,North America,France,Government,Marketing,Consulting,136777.47,80205.59,56571.88,41.36,4208.9,Consumer,Partner,Bank Transfer,Paid,E5256,92.4,76.95,1.1,67.61,41.36052523854988,2026,March
FP06825,2021-02-23,2021.0,Q1,Africa,Unknown,Retail,Marketing,Unknown,54004.27,68295.88139759803,10050.12,18.61,28651.58,Corporate,Distributor,UPI,Overdue,Unknown,89.21,71.48,4.7,19.47,18.609861775744776,2021,February
FP06826,2025-08-15,2025.0,Unknown,Oceania,Australia,Enterprise,Finance,Software,195944.3,91213.51,104730.79,53.45,36222.93,Government,Online,UPI,Cancelled,E1521,70.75,93.51,2.77,23.9,53.44926593935113,2025,August
FP06827,2022-07-23,2023.2522311942203,Q3,Unknown,Brazil,Enterprise,Unknown,Unknown,195682.47,68295.88139759803,113049.91,57.77,8786.07,Consumer,Direct,Unknown,Cancelled,E9826,49.74820035740566,79.99,4.54,53.51,57.772119291012636,2022,July
FP06828,2024-08-11,2024.0,Q3,Oceania,Brazil,Government,Marketing,Unknown,24115.1,18113.73,32533.992725747245,32.403617877568315,15858.82,Consumer,Partner,PayPal,Pending,E9480,3.42,70.97,3.0126560354842122,71.18,134.91129095772877,2024,August
FP06829,2022-10-05,2022.0,Q4,South America,Brazil,SMB,Operations,Subscriptions,101325.89404902789,68295.88139759803,18351.4,9.53,45567.54,Unknown,Online,Cash,Overdue,E9199,93.64,89.26,3.23,-2.35,18.111263830665468,2022,October
FP06830,2022-07-22,2022.0,Q3,Oceania,Japan,SMB,IT,Consulting,100067.08,85058.74,15008.34,15.0,3907.6,Consumer,Online,Cash,Overdue,E8346,55.41,99.52,3.0126560354842122,51.8,14.998279154343267,2022,July
FP06831,2022-09-18,2023.2522311942203,Q3,Asia,Brazil,SMB,HR,Consulting,101325.89404902789,12770.96,17907.44,58.37,48882.59,Government,Unknown,Unknown,Overdue,E2023,32.17,75.58,4.39,69.99,17.673113243230052,2022,September
FP06832,2024-11-06,2024.0,Q4,South America,Germany,SMB,Sales,Subscriptions,30433.92,18791.4,11642.52,38.26,9585.66,Government,Partner,Bank Transfer,Overdue,E1957,49.74820035740566,85.04540054667788,3.01,36.66,38.25507854394045,2024,November
FP06833,2025-03-18,2025.0,Q1,Europe,South Africa,Government,Finance,Software,79345.49,34906.53,44438.96,56.01,40670.78,Unknown,Unknown,Credit Card,Paid,E8229,10.48,83.07,3.74,16.75,56.00691356244696,2025,March
FP06834,2026-04-16,2023.2522311942203,Q2,South America,India,Unknown,Operations,Software,56011.33,39648.26,16363.07,29.21,45186.41,Government,Direct,Bank Transfer,Paid,E9266,45.37,78.86,1.32,64.33,29.213857267806354,2026,April
FP06835,2022-03-15,2022.0,Q1,Unknown,South Africa,Unknown,Finance,Software,25715.22,16819.04,8896.18,32.403617877568315,11913.61,Small Business,Online,Cash,Paid,E8843,22.31,71.53,4.18,60.28,34.594998603939615,2022,March
FP06836,2024-01-01,2022.0,Q3,Africa,USA,Unknown,Sales,Software,110562.98,63205.13,47357.85,42.83,8647.51,Unknown,Direct,Bank Transfer,Overdue,E4242,30.93,75.17,4.97,24.96,42.83336972284937,2024,January
FP06837,2024-09-25,2024.0,Q3,Oceania,Germany,SMB,Unknown,Unknown,143028.63,77106.09,65922.54,46.09,40044.76,Unknown,Partner,Bank Transfer,Paid,E1050,58.98,80.72,3.5,7.47,46.09045056224058,2024,September
FP06838,2024-05-22,2024.0,Q2,Europe,Australia,SMB,Unknown,Services,171763.96,71189.93,32533.992725747245,58.55,20439.72,Consumer,Direct,Cash,Paid,E5820,51.55,79.82,4.18,77.48,18.9411054133517,2024,May
FP06839,2025-02-17,2025.0,Q1,Oceania,Australia,Retail,Marketing,Subscriptions,73741.56,63529.4,10212.16,13.85,1793.57,Consumer,Online,Cash,Cancelled,E3398,7.54,78.75,2.5,35.45102872340426,13.848581451219639,2025,February
FP06840,2024-04-17,2024.0,Q2,Africa,Unknown,SMB,HR,Software,82468.52,68295.88139759803,5011.43,6.08,49516.5,Small Business,Direct,PayPal,Cancelled,E8646,68.66,80.07,1.16,57.33,6.076779357747659,2024,April
FP06841,2023-02-17,2023.0,Q1,North America,Germany,Retail,IT,Hardware,33170.55,68295.88139759803,14901.01,44.92,7200.29,Consumer,Distributor,Unknown,Pending,E3725,47.49,86.47,3.96,76.93,44.92240858231172,2023,February
FP06842,2025-08-27,2025.0,Q3,North America,India,Unknown,Operations,Services,143161.9,71032.93,72128.97,50.38,25164.733792738436,Corporate,Online,PayPal,Paid,E5412,38.67,89.79,3.88,42.81,50.38279737835276,2025,August
FP06843,2022-09-22,2022.0,Q3,Africa,India,Retail,Finance,Subscriptions,113591.03,80274.66,33316.37,29.33,39967.11,Government,Distributor,Credit Card,Unknown,E9695,6.71,98.29,3.94,18.35,29.33010643534089,2022,September
FP06844,2024-09-29,2023.2522311942203,Q3,South America,Japan,SMB,Marketing,Unknown,88042.33,66832.23,21210.1,24.09,44358.35,Consumer,Distributor,Cash,Pending,E8874,83.91,76.75,1.86,35.45102872340426,24.090798142211817,2024,September
FP06845,2025-05-03,2025.0,Q2,North America,Unknown,Government,HR,Unknown,48957.73,68295.88139759803,32533.992725747245,40.09,31031.11,Government,Direct,UPI,Paid,E1151,49.74820035740566,72.77,1.28,76.16,66.45322960387918,2025,May
FP06846,2022-11-18,2023.2522311942203,Q4,Africa,Australia,Unknown,HR,Subscriptions,2770.82,1683.74,1087.08,39.23,42587.54,Small Business,Partner,PayPal,Pending,E1380,31.75,97.19,3.38,33.76,39.23315119711854,2022,November
FP06847,2024-01-01,2026.0,Q2,Unknown,India,Enterprise,Operations,Subscriptions,175469.16,142582.28,32886.88,18.74,4400.21,Corporate,Online,PayPal,Paid,E5021,29.52,74.45,3.88,18.46,18.742256474015146,2024,January
FP06848,2024-10-25,2024.0,Q4,Unknown,Germany,Enterprise,Marketing,Subscriptions,17415.11,14160.6,3254.51,18.69,33831.79,Consumer,Direct,Unknown,Cancelled,E6542,4.45,85.04540054667788,4.58,67.72,18.68785210084806,2024,October
FP06849,2024-08-29,2024.0,Q3,North America,Unknown,Retail,Unknown,Unknown,185718.38,168268.19,17450.19,9.4,27008.91,Consumer,Online,Bank Transfer,Cancelled,Unknown,21.27,85.04540054667788,1.74,63.57,9.396049007104196,2024,August
FP06850,2025-09-06,2023.2522311942203,Q3,South America,Unknown,Unknown,Unknown,Services,166527.59,148104.55,18423.04,11.06,25164.733792738436,Consumer,Partner,PayPal,Unknown,E6091,49.65,75.18,4.62,35.45102872340426,11.063055677440598,2025,September
FP06851,2023-03-23,2023.2522311942203,Q1,Europe,USA,Enterprise,Sales,Subscriptions,63131.62,68295.88139759803,15631.35,24.76,33809.86,Consumer,Direct,Cash,Paid,Unknown,49.02,96.02,2.05,40.1,24.75993804689314,2023,March
FP06852,2024-01-01,2022.0,Q2,Africa,Germany,Unknown,IT,Hardware,191941.92,87647.65,104294.27,54.34,25164.733792738436,Small Business,Unknown,Credit Card,Pending,E7791,77.23,95.92,3.0126560354842122,45.07,54.33636904330227,2024,January
FP06853,2022-08-05,2022.0,Q3,Unknown,France,Enterprise,Operations,Consulting,78204.47,44185.64,34018.83,43.5,11123.58,Corporate,Partner,PayPal,Unknown,E1306,12.61,70.05,2.85,72.44,43.49985365286665,2022,August
FP06854,2024-02-20,2024.0,Q1,Unknown,Unknown,Retail,Unknown,Software,140785.48,115638.33,25147.15,17.86,25164.733792738436,Government,Partner,UPI,Paid,Unknown,52.3,87.13,2.72,73.97,17.86203378359757,2024,February
FP06855,2021-02-16,2021.0,Unknown,Europe,Germany,Unknown,IT,Consulting,95458.38,68927.65,26530.73,27.79,15450.35,Government,Distributor,Unknown,Overdue,E2844,79.52,90.58,2.53,-1.11,27.7929816114625,2021,February
FP06856,2021-04-16,2021.0,Q2,South America,Unknown,SMB,Operations,Subscriptions,133488.06,72002.51,61485.55,46.06,25164.733792738436,Consumer,Direct,PayPal,Cancelled,E6817,89.58,85.37,1.01,35.45102872340426,46.06071134751677,2021,April
FP06857,2021-07-23,2021.0,Q3,Europe,Germany,Enterprise,IT,Software,54136.11,50396.23,3739.88,6.91,32783.88,Corporate,Distributor,PayPal,Cancelled,E6860,2.63,85.58,2.2,75.16,6.908290972513541,2021,July
